trade_id,trade_date,settlement_date,security_id,client_id,portfolio,quantity,trade_price,trade_currency,status,source_system
TRD0000230,2026-04-13,2026-05-15,SEC00009,CL632,PORT-043,19254.0,106.46,CAD,Booked,SimCorp
TRD0000231,2026-04-26,2026-05-17,SEC00269,CL564,PORT-004,7746.0,52.53,USD,Booked,Murex
TRD0000232,2026-04-16,2026-04-11,SEC00126,CL122,PORT-010,31430.0,104.34,USD,Booked,Murex
TRD0000233,2026-05-14,2026-04-22,SEC00133,CL198,PORT-009,16936.0,86.45,USD,Matched,Aladdin
TRD0000234,2026-05-10,2026-04-28,SEC00302,CL106,PORT-023,17393.0,62.41,JPY,Booked,Murex
TRD0000235,2026-04-11,2026-04-16,SEC00277,CL864,PORT-027,15431.0,60.88,JPY,Matched,Murex
TRD0000236,2026-04-29,2026-04-25,SEC00016,CL865,PORT-051,14337.0,71.04,JPY,Matched,Murex
TRD0000237,2026-04-25,2026-05-11,SEC00115,CL161,PORT-025,29580.0,90.66,EUR,Matched,SimCorp
TRD0000238,2026-04-29,2026-04-29,SEC00239,CL141,PORT-058,28395.0,76.63,EUR,Matched,Bloomberg AIM
TRD0000239,2026-05-10,2026-04-20,SEC00172,CL802,PORT-024,21333.0,52.62,GBP,Matched,Murex
TRD0000240,2026-04-12,2026-05-20,SEC00082,CL571,PORT-021,17194.0,62.74,USD,Matched,Murex
TRD0000241,2026-04-15,2026-04-24,SEC00167,CL377,PORT-022,22643.0,133.41,INR,Booked,SimCorp
TRD0000242,2026-04-19,2026-04-29,SEC00277,CL652,PORT-027,18553.0,72.82,USD,Matched,Bloomberg AIM
TRD0000243,2026-05-04,2026-05-18,SEC00071,CL312,PORT-067,16573.0,90.4,INR,Booked,SimCorp
TRD0000244,2026-04-21,2026-05-10,SEC00238,CL278,PORT-020,20536.0,80.56,GBP,Unmatched,SimCorp
TRD0000245,2026-04-07,2026-05-01,SEC00235,CL430,PORT-022,14691.0,73.38,CAD,Booked,Bloomberg AIM
TRD0000246,2026-04-20,2026-05-06,SEC00283,CL905,PORT-076,19892.0,69.27,INR,Booked,SimCorp
TRD0000247,2026-04-27,2026-05-08,SEC00095,CL789,PORT-052,19532.0,91.29,GBP,Booked,Aladdin
TRD0000248,2026-05-07,2026-04-22,SEC00069,CL270,PORT-016,22522.0,85.76,INR,Matched,Bloomberg AIM
TRD0000249,2026-04-26,2026-05-03,SEC00175,CL604,PORT-069,13356.0,73.14,USD,Unmatched,SimCorp
TRD0000250,2026-05-03,2026-04-29,SEC00170,CL895,PORT-015,23326.0,52.31,EUR,Booked,Bloomberg AIM
TRD0000251,2026-04-22,2026-04-16,SEC00131,CL955,PORT-013,11203.0,76.32,GBP,Booked,SimCorp
TRD0000252,2026-05-17,2026-05-17,SEC00249,CL785,PORT-036,13706.0,65.14,CAD,Booked,Murex
TRD0000253,2026-05-11,2026-05-05,SEC00255,CL215,PORT-055,14033.0,59.87,INR,Unmatched,Murex
TRD0000254,2026-04-14,2026-05-18,SEC00078,CL316,PORT-015,9960.0,170.3,GBP,Unmatched,SimCorp
TRD0000255,2026-05-02,2026-04-10,SEC00254,CL296,PORT-060,25617.0,38.91,EUR,Booked,Bloomberg AIM
TRD0000256,2026-04-30,2026-05-13,SEC00073,CL235,PORT-013,10732.0,93.27,CAD,Matched,Aladdin
TRD0000257,2026-04-25,2026-04-15,SEC00130,CL257,PORT-062,12758.0,49.31,JPY,Matched,Murex
TRD0000258,2026-04-30,2026-05-13,SEC00008,CL384,PORT-008,27416.0,69.82,USD,Matched,Aladdin
TRD0000259,2026-04-15,2026-05-07,SEC00108,CL599,PORT-037,13721.0,163.86,EUR,Matched,Murex
TRD0000260,2026-05-08,2026-04-24,SEC00306,CL457,PORT-051,16589.0,47.62,CAD,Matched,Murex
TRD0000261,2026-04-15,2026-04-14,SEC00141,CL478,PORT-021,10410.0,51.76,CAD,Matched,Aladdin
TRD0000262,2026-05-10,2026-05-13,SEC00227,CL320,PORT-049,24247.0,66.28,CAD,Booked,Aladdin
TRD0000263,2026-05-03,2026-05-12,SEC00034,CL235,PORT-055,24351.0,49.57,USD,Booked,Bloomberg AIM
TRD0000264,2026-04-23,2026-04-12,SEC00203,CL998,PORT-052,23542.0,90.87,INR,Booked,Murex
TRD0000265,2026-04-10,2026-05-07,SEC00118,CL638,PORT-032,22031.0,55.31,USD,Booked,Bloomberg AIM
TRD0000266,2026-05-09,2026-05-12,SEC00238,CL306,PORT-062,18552.0,83.84,INR,Booked,Aladdin
TRD0000267,2026-04-23,2026-04-18,SEC00296,CL828,PORT-058,14067.0,41.88,CAD,Matched,Bloomberg AIM
TRD0000268,2026-05-17,2026-05-17,SEC00170,CL846,PORT-026,11888.0,35.43,GBP,Unmatched,SimCorp
TRD0000269,2026-05-16,2026-04-12,SEC00032,CL969,PORT-058,27674.0,61.55,EUR,Booked,Murex
TRD0000270,2026-04-15,2026-04-12,SEC00152,CL243,PORT-073,23736.0,38.51,INR,Booked,Murex
TRD0000271,2026-04-17,2026-04-13,SEC00039,CL675,PORT-065,12800.0,113.45,USD,Matched,Murex
TRD0000272,2026-05-03,2026-05-08,SEC00143,CL981,PORT-058,18299.0,39.04,JPY,Matched,SimCorp
TRD0000273,2026-04-21,2026-05-16,SEC00019,CL825,PORT-061,15749.0,46.38,EUR,Booked,SimCorp
TRD0000274,2026-05-02,2026-05-02,SEC00204,CL302,PORT-064,9538.0,77.07,GBP,Matched,Murex
TRD0000275,2026-05-07,2026-05-06,SEC00099,CL902,PORT-023,19332.0,54.31,INR,Booked,Aladdin
TRD0000276,2026-04-30,2026-04-08,SEC00064,CL479,PORT-057,14884.0,39.2,CAD,Booked,Aladdin
TRD0000277,2026-05-05,2026-04-23,SEC00005,CL539,PORT-016,10856.0,136.18,GBP,Matched,Aladdin
TRD0000278,2026-04-13,2026-04-09,SEC00284,CL602,PORT-029,6907.0,46.97,EUR,Matched,Bloomberg AIM
TRD0000279,2026-05-01,2026-04-18,SEC00267,CL793,PORT-074,6271.0,62.26,CAD,Booked,Aladdin
TRD0000280,2026-05-05,2026-04-19,SEC00259,CL208,PORT-023,15214.0,61.98,GBP,Matched,Bloomberg AIM
TRD0000281,2026-04-25,2026-05-16,SEC00018,CL584,PORT-067,17362.0,85.51,EUR,Unmatched,Aladdin
TRD0000282,2026-04-15,2026-05-18,SEC00111,CL834,PORT-034,11435.0,78.4,CAD,Booked,Murex
TRD0000283,2026-05-07,2026-05-19,SEC00310,CL593,PORT-017,22881.0,49.93,CAD,Matched,SimCorp
TRD0000284,2026-04-07,2026-04-25,SEC00185,CL346,PORT-008,17508.0,59.5,EUR,Booked,Aladdin
TRD0000285,2026-04-29,2026-05-12,SEC00041,CL150,PORT-044,22327.0,61.59,USD,Matched,Bloomberg AIM
TRD0000286,2026-04-20,2026-04-07,SEC00045,CL593,PORT-036,16628.0,86.67,USD,Matched,SimCorp
TRD0000287,2026-04-06,2026-05-16,SEC00084,CL732,PORT-041,12097.0,44.3,JPY,Booked,SimCorp
TRD0000288,2026-04-30,2026-04-09,SEC00311,CL594,PORT-004,18856.0,135.14,EUR,Booked,Bloomberg AIM
TRD0000289,2026-05-11,2026-04-21,SEC00054,CL980,PORT-022,8530.0,51.13,JPY,Matched,Murex
TRD0000290,2026-04-16,2026-05-17,SEC00288,CL641,PORT-001,22046.0,66.48,INR,Booked,Murex
TRD0000291,2026-05-19,2026-05-19,SEC00216,CL556,PORT-024,10971.0,44.43,USD,Unmatched,SimCorp
TRD0000292,2026-04-29,2026-05-04,SEC00295,CL149,PORT-074,24887.0,42.34,CAD,Booked,Murex
TRD0000293,2026-04-05,2026-05-06,SEC00264,CL602,PORT-013,15462.0,49.1,USD,Matched,Aladdin
TRD0000294,2026-05-01,2026-05-07,SEC00106,CL251,PORT-055,25969.0,47.48,USD,Matched,Murex
TRD0000295,2026-04-19,2026-04-28,SEC00264,CL751,PORT-001,9580.0,57.69,INR,Booked,Murex
TRD0000296,2026-04-26,2026-05-16,SEC00054,CL244,PORT-045,12917.0,47.34,JPY,Matched,Bloomberg AIM
TRD0000297,2026-05-10,2026-05-16,SEC00093,CL915,PORT-073,20857.0,85.07,CAD,Matched,Bloomberg AIM
TRD0000298,2026-05-05,2026-04-20,SEC00067,CL371,PORT-027,26779.0,50.7,JPY,Matched,Bloomberg AIM
TRD0000299,2026-04-26,2026-04-07,SEC00042,CL490,PORT-016,30500.0,48.77,GBP,Matched,Aladdin
TRD0000300,2026-05-15,2026-05-09,SEC00028,CL230,PORT-046,18310.0,58.12,INR,Matched,Murex
TRD0000301,2026-05-01,2026-04-10,SEC00059,CL289,PORT-023,31783.0,94.4,INR,Matched,Bloomberg AIM
TRD0000302,2026-05-01,2026-05-06,SEC00038,CL928,PORT-071,15828.0,71.89,INR,Matched,Murex
TRD0000303,2026-04-12,2026-05-06,SEC00121,CL355,PORT-068,26241.0,64.4,GBP,Matched,Aladdin
TRD0000304,2026-05-14,2026-05-17,SEC00022,CL561,PORT-052,10934.0,40.38,CAD,Booked,Murex
TRD0000305,2026-04-12,2026-05-02,SEC00019,CL982,PORT-051,21152.0,44.7,EUR,Matched,SimCorp
TRD0000306,2026-05-01,2026-04-29,SEC00316,CL660,PORT-048,437.0,42.63,GBP,Matched,Murex
TRD0000307,2026-04-20,2026-04-22,SEC00028,CL137,PORT-059,9588.0,105.36,EUR,Cancelled,Murex
TRD0000308,2026-04-24,2026-05-14,SEC00023,CL421,PORT-037,21500.0,80.29,EUR,Booked,Murex
TRD0000309,2026-05-06,2026-05-13,SEC00009,CL447,PORT-077,8157.0,49.33,EUR,Booked,Murex
TRD0000310,2026-04-08,2026-05-02,SEC00042,CL348,PORT-028,21202.0,54.73,JPY,Booked,Aladdin
TRD0000311,2026-05-09,2026-05-18,SEC00168,CL316,PORT-001,24798.0,49.96,INR,Matched,SimCorp
TRD0000312,2026-05-18,2026-05-15,SEC00264,CL552,PORT-056,14240.0,48.91,GBP,Matched,SimCorp
TRD0000313,2026-04-16,2026-04-23,SEC00235,CL438,PORT-053,10733.0,78.34,CAD,Booked,Bloomberg AIM
TRD0000314,2026-04-22,2026-04-09,SEC00185,CL364,PORT-078,14444.0,60.3,GBP,Booked,Murex
TRD0000315,2026-04-09,2026-04-26,SEC00027,CL471,PORT-032,10756.0,138.16,GBP,Unmatched,Bloomberg AIM
TRD0000316,2026-04-29,2026-05-15,SEC00247,CL408,PORT-034,17241.0,103.3,USD,Matched,Bloomberg AIM
TRD0000317,2026-05-19,2026-04-07,SEC00011,CL305,PORT-045,18766.0,105.46,CAD,Matched,Murex
TRD0000318,2026-05-19,2026-04-28,SEC00201,CL507,PORT-031,15705.0,84.35,USD,Booked,Aladdin
TRD0000319,2026-04-30,2026-04-19,SEC00130,CL947,PORT-063,30558.0,57.52,USD,Booked,Bloomberg AIM
TRD0000320,2026-05-08,2026-05-13,SEC00282,CL554,PORT-034,12604.0,82.21,CAD,Booked,Bloomberg AIM
TRD0000321,2026-04-08,2026-04-25,SEC00098,CL637,PORT-062,28436.0,59.02,JPY,Booked,Aladdin
TRD0000322,2026-05-14,2026-05-18,SEC00204,CL984,PORT-034,10191.0,117.99,USD,Matched,Bloomberg AIM
TRD0000323,2026-04-10,2026-04-23,SEC00140,CL651,PORT-018,18546.0,76.82,GBP,Booked,Murex
TRD0000324,2026-05-10,2026-05-12,SEC00167,CL300,PORT-079,26873.0,73.1,JPY,Booked,Murex
TRD0000325,2026-05-14,2026-04-11,SEC00300,CL458,PORT-042,26485.0,69.72,USD,Booked,Murex
TRD0000326,2026-05-07,2026-05-19,SEC00228,CL538,PORT-056,14848.0,122.62,INR,Booked,Murex
TRD0000327,2026-05-13,2026-04-22,SEC00132,CL526,PORT-047,22163.0,40.37,INR,Booked,SimCorp
TRD0000328,2026-05-01,2026-05-15,SEC00143,CL234,PORT-029,21159.0,126.9,USD,Booked,Aladdin
TRD0000329,2026-05-05,2026-04-21,SEC00225,CL195,PORT-077,13950.0,62.48,JPY,Booked,Murex
TRD0000330,2026-04-26,2026-04-29,SEC00110,CL414,PORT-030,22620.0,40.77,EUR,Matched,SimCorp
TRD0000331,2026-04-25,2026-04-08,SEC00053,CL921,PORT-079,31969.0,51.25,INR,Unmatched,Bloomberg AIM
TRD0000332,2026-05-19,2026-04-22,SEC00149,CL744,PORT-035,21538.0,37.42,GBP,Matched,Aladdin
TRD0000333,2026-05-14,2026-05-05,SEC00021,CL856,PORT-002,22248.0,83.83,EUR,Booked,Murex
TRD0000334,2026-05-12,2026-05-18,SEC00054,CL256,PORT-003,23041.0,46.37,JPY,Cancelled,Murex
TRD0000335,2026-05-11,2026-04-25,SEC00134,CL472,PORT-077,7043.0,70.74,GBP,Cancelled,Murex
TRD0000336,2026-05-15,2026-05-02,SEC00254,CL622,PORT-042,21452.0,99.18,GBP,Matched,Aladdin
TRD0000337,2026-05-05,2026-05-19,SEC00250,CL490,PORT-031,10374.0,52.71,CAD,Booked,Murex
TRD0000338,2026-04-25,2026-04-25,SEC00083,CL474,PORT-065,13576.0,60.71,JPY,Matched,Bloomberg AIM
TRD0000339,2026-05-06,2026-05-12,SEC00135,CL423,PORT-049,34215.0,42.26,GBP,Unmatched,Aladdin
TRD0000340,2026-05-05,2026-05-11,SEC00049,CL146,PORT-053,16101.0,58.21,EUR,Matched,Bloomberg AIM
TRD0000341,2026-04-28,2026-05-21,SEC00241,CL870,PORT-055,12449.0,164.17,JPY,Matched,SimCorp
TRD0000342,2026-04-25,2026-05-05,SEC00078,CL938,PORT-016,26644.0,87.56,USD,Matched,Bloomberg AIM
TRD0000343,2026-05-05,2026-05-12,SEC00255,CL172,PORT-007,10892.0,60.79,CAD,Cancelled,Aladdin
TRD0000344,2026-05-10,2026-05-18,SEC00269,CL471,PORT-058,14644.0,53.83,USD,Booked,Bloomberg AIM
TRD0000345,2026-05-01,2026-05-02,SEC00220,CL565,PORT-002,27368.0,65.7,INR,Booked,Bloomberg AIM
TRD0000346,2026-05-18,2026-05-12,SEC00105,CL804,PORT-057,18321.0,69.79,GBP,Matched,Bloomberg AIM
TRD0000347,2026-04-27,2026-05-15,SEC00304,CL987,PORT-011,6288.0,57.59,INR,Booked,Murex
TRD0000348,2026-04-07,2026-04-30,SEC00219,CL474,PORT-021,22080.0,80.28,GBP,Booked,Bloomberg AIM
TRD0000349,2026-05-02,2026-05-19,SEC00206,CL773,PORT-056,15027.0,47.77,USD,Booked,Bloomberg AIM
TRD0000350,2026-05-15,2026-04-07,SEC00274,CL942,PORT-050,29549.0,47.68,CAD,Booked,Aladdin
TRD0000351,2026-04-18,2026-04-30,SEC00282,CL846,PORT-062,13454.0,75.91,INR,Booked,Murex
TRD0000352,2026-05-14,2026-04-07,SEC00024,CL361,PORT-049,25884.0,44.3,USD,Matched,SimCorp
TRD0000353,2026-05-11,2026-04-12,SEC00282,CL834,PORT-004,31318.0,86.07,USD,Booked,Bloomberg AIM
TRD0000354,2026-05-13,2026-04-07,SEC00244,CL470,PORT-067,11618.0,66.35,JPY,Matched,Bloomberg AIM
TRD0000355,2026-04-10,2026-04-27,SEC00066,CL115,PORT-018,16551.0,35.17,CAD,Booked,Murex
TRD0000356,2026-04-05,2026-05-02,SEC00098,CL782,PORT-011,20915.0,69.29,JPY,Unmatched,SimCorp
TRD0000357,2026-04-24,2026-04-19,SEC00240,CL851,PORT-070,11570.0,36.97,USD,Matched,SimCorp
TRD0000358,2026-04-22,2026-05-18,SEC00069,CL408,PORT-016,20027.0,85.0,INR,Unmatched,Murex
TRD0000359,2026-04-20,2026-04-14,SEC00144,CL505,PORT-043,16313.0,61.13,GBP,Booked,Bloomberg AIM
TRD0000360,2026-04-22,2026-05-07,SEC00220,CL427,PORT-039,16162.0,127.47,JPY,Booked,SimCorp
TRD0000361,2026-04-25,2026-05-21,SEC00208,CL205,PORT-061,18367.0,97.02,GBP,Matched,SimCorp
TRD0000362,2026-04-05,2026-05-11,SEC00291,CL994,PORT-004,18534.0,46.01,USD,Matched,Murex
TRD0000363,2026-04-17,2026-05-11,SEC00035,CL120,PORT-009,19229.0,32.88,USD,Booked,Murex
TRD0000364,2026-05-16,2026-05-21,SEC00094,CL599,PORT-033,13509.0,51.2,JPY,Matched,Aladdin
TRD0000365,2026-05-02,2026-04-21,SEC00315,CL113,PORT-038,13836.0,43.49,JPY,Matched,SimCorp
TRD0000366,2026-04-06,2026-05-17,SEC00182,CL719,PORT-063,17111.0,126.34,EUR,Booked,Murex
TRD0000367,2026-05-01,2026-04-13,SEC00079,CL909,PORT-048,17664.0,66.45,USD,Matched,Aladdin
TRD0000368,2026-05-10,2026-05-01,SEC00092,CL678,PORT-012,14709.0,92.45,INR,Booked,Aladdin
TRD0000369,2026-04-10,2026-04-19,SEC00108,CL644,PORT-078,20430.0,60.35,USD,Booked,Aladdin
TRD0000370,2026-04-21,2026-05-06,SEC00177,CL844,PORT-037,4389.0,62.62,EUR,Unmatched,Bloomberg AIM
TRD0000371,2026-04-24,2026-05-16,SEC00091,CL975,PORT-077,12522.0,65.93,GBP,Matched,SimCorp
TRD0000372,2026-05-01,2026-05-13,SEC00198,CL874,PORT-079,15901.0,98.23,INR,Matched,SimCorp
TRD0000373,2026-05-14,2026-04-22,SEC00142,CL308,PORT-005,11579.0,74.37,CAD,Matched,Aladdin
TRD0000374,2026-05-02,2026-04-19,SEC00195,CL606,PORT-040,30219.0,46.06,JPY,Cancelled,Bloomberg AIM
TRD0000375,2026-04-30,2026-05-09,SEC00049,CL836,PORT-034,18141.0,117.67,CAD,Matched,Murex
TRD0000376,2026-04-08,2026-05-05,SEC00199,CL364,PORT-040,19326.0,60.19,JPY,Matched,Aladdin
TRD0000377,2026-05-06,2026-04-09,SEC00295,CL707,PORT-025,14376.0,56.86,CAD,Booked,Bloomberg AIM
TRD0000378,2026-05-13,2026-04-13,SEC00043,CL120,PORT-045,17882.0,24.77,EUR,Matched,Murex
TRD0000379,2026-04-30,2026-05-03,SEC00104,CL888,PORT-039,8886.0,83.27,USD,Matched,Bloomberg AIM
TRD0000380,2026-04-05,2026-05-11,SEC00221,CL652,PORT-015,16726.0,69.09,INR,Matched,Bloomberg AIM
TRD0000381,2026-04-28,2026-05-08,SEC00197,CL768,PORT-023,10972.0,69.06,CAD,Booked,Aladdin
TRD0000382,2026-05-02,2026-04-27,SEC00215,CL842,PORT-012,15919.0,57.92,INR,Booked,Murex
TRD0000383,2026-04-19,2026-04-26,SEC00179,CL296,PORT-067,-1199.0,54.53,GBP,Unmatched,Murex
TRD0000384,2026-04-20,2026-05-13,SEC00218,CL505,PORT-054,9540.0,58.59,GBP,Matched,Bloomberg AIM
TRD0000385,2026-05-06,2026-05-19,SEC00195,CL871,PORT-031,28979.0,78.42,USD,Booked,Murex
TRD0000386,2026-04-06,2026-04-29,SEC00023,CL248,PORT-032,24228.0,83.4,GBP,Matched,Bloomberg AIM
TRD0000387,2026-04-23,2026-04-16,SEC00240,CL839,PORT-007,27893.0,61.51,INR,Matched,Bloomberg AIM
TRD0000388,2026-05-17,2026-05-15,SEC00142,CL358,PORT-023,28408.0,92.96,USD,Matched,Murex
TRD0000389,2026-05-01,2026-05-03,SEC00016,CL617,PORT-074,23047.0,64.87,GBP,Booked,Aladdin
TRD0000390,2026-04-08,2026-05-14,SEC00130,CL558,PORT-003,14603.0,55.9,EUR,Matched,Aladdin
TRD0000391,2026-05-02,2026-05-11,SEC00139,CL717,PORT-012,10221.0,71.48,GBP,Booked,Aladdin
TRD0000392,2026-04-24,2026-04-24,SEC00027,CL852,PORT-067,26601.0,41.44,INR,Booked,Bloomberg AIM
TRD0000393,2026-04-22,2026-05-09,SEC00318,CL413,PORT-042,18484.0,72.35,CAD,Matched,Aladdin
TRD0000394,2026-04-18,2026-05-10,SEC00071,CL254,PORT-003,36705.0,38.87,GBP,Booked,SimCorp
TRD0000395,2026-04-10,2026-04-07,SEC00105,CL480,PORT-039,15262.0,46.54,INR,Booked,SimCorp
TRD0000396,2026-05-13,2026-05-14,SEC00141,CL650,PORT-060,32797.0,32.9,INR,Booked,Bloomberg AIM
TRD0000397,2026-04-26,2026-05-13,SEC00266,CL774,PORT-028,16824.0,62.72,CAD,Booked,Bloomberg AIM
TRD0000398,2026-04-25,2026-04-10,SEC00237,CL777,PORT-031,28020.0,117.14,INR,Matched,Aladdin
TRD0000399,2026-05-13,2026-04-27,SEC00246,CL405,PORT-050,30725.0,64.01,JPY,Booked,Bloomberg AIM
TRD0000400,2026-04-19,2026-05-20,SEC00075,CL941,PORT-048,10328.0,83.53,INR,Matched,SimCorp
TRD0000401,2026-05-14,2026-05-02,SEC00270,CL174,PORT-072,14363.0,151.91,EUR,Unmatched,Aladdin
TRD0000402,2026-04-29,2026-04-26,SEC00265,CL204,PORT-020,10253.0,76.82,INR,Booked,Bloomberg AIM
TRD0000403,2026-05-05,2026-05-10,SEC00148,CL122,PORT-022,8775.0,51.02,INR,Matched,SimCorp
TRD0000404,2026-05-13,2026-04-27,SEC00174,CL932,PORT-013,23003.0,53.54,JPY,Booked,SimCorp
TRD0000405,2026-04-12,2026-04-22,SEC00011,CL261,PORT-053,16525.0,66.7,USD,Booked,Murex
TRD0000406,2026-05-09,2026-05-10,SEC00243,CL640,PORT-043,18393.0,53.44,JPY,Booked,Aladdin
TRD0000407,2026-05-08,2026-04-15,SEC00307,CL830,PORT-028,22172.0,54.85,INR,Booked,Murex
TRD0000408,2026-04-11,2026-05-01,SEC00151,CL789,PORT-055,4070.0,94.15,EUR,Booked,SimCorp
TRD0000409,2026-04-10,2026-04-08,SEC00172,CL953,PORT-030,27651.0,95.5,INR,Booked,Murex
TRD0000410,2026-05-18,2026-05-18,SEC00159,CL148,PORT-016,15382.0,37.47,CAD,Matched,Murex
TRD0000411,2026-05-07,2026-05-07,SEC00026,CL465,PORT-043,21993.0,50.08,JPY,Matched,Murex
TRD0000412,2026-04-18,2026-04-19,SEC00198,CL555,PORT-035,22655.0,56.69,CAD,Unmatched,Aladdin
TRD0000413,2026-04-14,2026-04-11,SEC00230,CL725,PORT-033,28281.0,82.24,CAD,Matched,Murex
TRD0000414,2026-04-05,2026-05-12,SEC00296,CL659,PORT-036,17214.0,99.49,GBP,Matched,SimCorp
TRD0000415,2026-04-25,2026-04-07,SEC00297,CL603,PORT-073,2073.0,171.69,CAD,Booked,Murex
TRD0000416,2026-05-19,2026-05-13,SEC00157,CL375,PORT-018,18428.0,56.66,CAD,Matched,Murex
TRD0000417,2026-04-10,2026-05-03,SEC00306,CL195,PORT-022,19505.0,57.66,USD,Booked,Bloomberg AIM
TRD0000418,2026-05-12,2026-05-07,SEC00169,CL488,PORT-045,-10243.0,81.94,CAD,Unmatched,Murex
TRD0000419,2026-05-14,2026-05-02,SEC00205,CL333,PORT-004,19106.0,52.52,USD,Unmatched,Bloomberg AIM
TRD0000420,2026-04-19,2026-04-11,SEC00192,CL598,PORT-012,15292.0,63.48,GBP,Booked,Aladdin
TRD0000421,2026-04-22,2026-04-19,SEC00319,CL816,PORT-045,7929.0,57.67,CAD,Matched,Murex
TRD0000422,2026-05-17,2026-04-16,SEC00236,CL596,PORT-041,23036.0,26.64,INR,Matched,Bloomberg AIM
TRD0000423,2026-05-12,2026-05-10,SEC00038,CL624,PORT-052,13772.0,69.63,EUR,Matched,Aladdin
TRD0000424,2026-04-23,2026-04-09,SEC00022,CL137,PORT-009,14952.0,62.56,JPY,Booked,Aladdin
TRD0000425,2026-05-08,2026-05-02,SEC00131,CL679,PORT-068,14531.0,104.06,EUR,Matched,Bloomberg AIM
TRD0000426,2026-04-19,2026-04-22,SEC00165,CL495,PORT-039,27266.0,66.81,EUR,Matched,Murex
TRD0000427,2026-05-01,2026-04-20,SEC00213,CL211,PORT-013,17693.0,42.98,CAD,Booked,Bloomberg AIM
TRD0000428,2026-04-23,2026-04-22,SEC00154,CL292,PORT-025,18593.0,60.93,USD,Matched,SimCorp
TRD0000429,2026-04-28,2026-04-24,SEC00164,CL801,PORT-018,14695.0,32.08,CAD,Booked,SimCorp
TRD0000430,2026-05-03,2026-04-30,SEC00294,CL924,PORT-036,21472.0,43.65,GBP,Unmatched,SimCorp
TRD0000431,2026-05-04,2026-04-22,SEC00107,CL556,PORT-038,28120.0,83.3,USD,Booked,SimCorp
TRD0000432,2026-04-18,2026-04-11,SEC00157,CL977,PORT-035,22859.0,61.16,INR,Booked,SimCorp
TRD0000433,2026-04-26,2026-05-04,SEC00178,CL261,PORT-037,23152.0,92.1,USD,Booked,Aladdin
TRD0000434,2026-04-23,2026-04-29,UNKNOWN,CL369,PORT-072,22547.0,33.5,EUR,Matched,Bloomberg AIM
TRD0000435,2026-04-24,2026-05-13,SEC00309,CL936,PORT-076,7648.0,61.26,EUR,Matched,Aladdin
TRD0000436,2026-05-10,2026-05-06,SEC00307,CL257,PORT-039,11429.0,56.46,INR,Booked,Aladdin
TRD0000437,2026-04-08,2026-04-17,SEC00164,CL692,PORT-077,16463.0,93.18,GBP,Booked,SimCorp
TRD0000438,2026-04-24,2026-04-23,SEC00144,CL297,PORT-065,12556.0,84.39,JPY,Matched,Murex
TRD0000439,2026-04-17,2026-05-12,SEC00188,CL397,PORT-065,10016.0,83.5,USD,Booked,Bloomberg AIM
TRD0000440,2026-04-10,2026-04-27,SEC00057,CL529,PORT-018,3959.0,114.38,INR,Booked,SimCorp
TRD0000441,2026-04-08,2026-04-15,SEC00136,CL423,PORT-035,7901.0,58.63,INR,Unmatched,Bloomberg AIM
TRD0000442,2026-04-19,2026-05-16,SEC00069,CL886,PORT-028,16076.0,106.41,EUR,Booked,Bloomberg AIM
TRD0000443,2026-04-14,2026-05-19,SEC00046,CL974,PORT-008,17479.0,46.27,CAD,Matched,SimCorp
TRD0000444,2026-04-28,2026-05-04,SEC00030,CL549,PORT-006,12052.0,45.68,GBP,Booked,Murex
TRD0000445,2026-04-16,2026-04-22,SEC00187,CL572,PORT-050,18592.0,86.79,INR,Matched,Bloomberg AIM
TRD0000446,2026-05-05,2026-05-07,SEC00000,CL149,PORT-034,14746.0,39.38,EUR,Matched,Aladdin
TRD0000447,2026-04-17,2026-04-15,SEC00206,CL310,PORT-066,26179.0,81.49,CAD,Booked,Murex
TRD0000448,2026-05-16,2026-04-13,SEC00138,CL135,PORT-053,16788.0,69.09,EUR,Matched,Aladdin
TRD0000449,2026-04-08,2026-04-28,SEC00117,CL870,PORT-007,23222.0,97.04,JPY,Unmatched,Aladdin
TRD0000450,2026-05-08,2026-05-04,SEC00246,CL304,PORT-067,19524.0,65.31,USD,Matched,SimCorp
TRD0000451,2026-04-20,2026-05-20,SEC00172,CL406,PORT-040,7484.0,68.01,USD,Booked,SimCorp
TRD0000452,2026-05-19,2026-04-15,SEC00234,CL857,PORT-045,17320.0,79.7,USD,Matched,Murex
TRD0000453,2026-05-12,2026-04-11,SEC00227,CL741,PORT-077,8733.0,52.88,CAD,Unmatched,Bloomberg AIM
TRD0000454,2026-04-05,2026-05-02,SEC00010,CL658,PORT-051,17189.0,52.08,EUR,Booked,Aladdin
TRD0000455,2026-04-12,2026-04-28,SEC00068,CL134,PORT-002,12412.0,78.73,CAD,Booked,SimCorp
TRD0000456,2026-05-09,2026-04-18,SEC00182,CL606,PORT-015,20865.0,66.01,JPY,Booked,Murex
TRD0000457,2026-05-14,2026-04-20,SEC00312,CL604,PORT-034,7932.0,57.83,USD,Matched,Bloomberg AIM
TRD0000458,2026-04-13,2026-05-15,SEC00049,CL386,PORT-003,-18110.0,64.78,GBP,Booked,Bloomberg AIM
TRD0000459,2026-04-05,2026-04-21,SEC00033,CL769,PORT-014,22293.0,116.52,GBP,Booked,Bloomberg AIM
TRD0000460,2026-05-12,2026-04-10,UNKNOWN,CL935,PORT-063,24807.0,57.11,EUR,Matched,Bloomberg AIM
